Item_Permanent_Shelving_Location,Item_Call_Number,Author_Name,Title,Material_Format,OCLC_Number,Title_ISBN,Publication_Date,Item_Barcode,LHR_Item_Cost,LHR_Item_Nonpublic_Note,LHR_Item_Public_Note
recommendation area,TR diss 7220,"Serra Crespo, Pablo.","Aminoterephthalate metal-organic framework :synthesis, characterization and applications.",Book_thsis,905871157,9461863837^9789461863836,2014,5131974,,,
recommendation area,TR diss 7106,"Gaykawad, Sushil Sadashiv.",Membrane assisted ethanol recovery from fermentation broth.,Book_thsis,905871174,9461863195^9789461863195,2014,5131972,,,
recommendation area,TR diss 7109,"Wang, Guanglin.",Polymersomes as a potential tool in nuclear medicine.,Book_thsis,905871175,9462036098^9789462036093,2014,5131620,,,
recommendation area,TR diss 7101,"Albin, Thomas Joseph.",Quantitative approaches to physical ergonomic issues encountered while assessing workplace designs.,Book_thsis,905871181,946259239X^9789462592391,2014,5131666,,,
recommendation area,TR diss 7110,"Maessen, Daan Corneel.",Autonomous relative navigation for small spacecraft.,Book_thsis,905871186,9088919380^9789088919381,2014,5132223,,,
recommendation area,TR diss 7088,"Fan, Liyuan.",Methane steam reforming kinetics in operating solid oxide fuel cells.,Book_thsis,905871188,9461863217^9789461863218,2014,5132222,,,
recommendation area,TR diss 7082,"Lutchmiah, Kerusha.",Reclaiming water from wastewater using Forward osmosis.,Book_thsis,905871189,9461863160^9789461863164,2014,5132120,,,
recommendation area,TR diss 7148,"Morales-Espana, Germán Andrés.","Unit commitment :computational performance, system representation and wind uncertainty management.",Book_thsis,905871232,8469712306^9788469712306,2014,5131313,,,
recommendation area,TR diss 7139,"Aghaei Lashgari, V.",Internal and external oxidation of manganese in advanced high strength steels.,Book_thsis,905871262,9491909134^9789491909139,2014,5131622,,,
recommendation area,TR diss 7135,"Cai, Huayang.",A new analytical framework for tidal propagation in estuaries.,Book_thsis,905871265,9461824742^9789461824745,2014,5131496,,,
recommendation area,TR diss 7142,"Kate, Otmar Melvin ten.",Lanthanide doped spectral conversion materials for solar cells.,Book_thsis,905871266,9088919305^9789088919305,2014,5131310,,,
recommendation area,TR diss 7113,"Ling, Yun.",Presence in virtual reality exposure therapy systems.,Book_thsis,905871267,9462036357^9789462036352,2014,5132001,,,
recommendation area,TR diss 7116,"Qu, Chao.",Talking with a virtual human :controlling the human experience and behavior in a virtual conversation.,Book_thsis,905871268,9462036349^9789462036345,2014,5132002,,,
recommendation area,TR diss 7133,"Ent, Rudi Johannes van der.",A new view on the hydrological cycle over continents.,Book_thsis,905871285,9461824726^9789461824721,2014,5132122,,,
recommendation area,TR diss 7132,"Knist, Christine Luise.",Retrieval of liquid water cloud properties from ground-based remote sensing observations.,Book_thsis,905871286,9462592632^9789462592636,2014,5132121,,,
recommendation area,TR diss 7117,"Dankers, Arne Geert.",System identification in dynamic netwoks.,Book_thsis,905871290,9461863527^9789461863522,2014,5131776,,,
recommendation area,TR diss 7124,"Geelen, Daphne Viviana.",Empowering end-users in the energy transition :An exploration of products and services to support changes in household energy management.,Book_thsis,905871297,9461863578^9789461863577,2014,5121607,,,
recommendation area,TR diss 7112,"Taouil, Mottaqiallah.",Yield and cost analysis or 3D stacked ICs.,Book_thsis,905871299,9461863314^9789461863317,2014,5131401,,,
recommendation area,TR diss 7145,"Fagiani, Riccardo.",Market-based support schemes for renewable energy sources.,Book_thsis,905871335,9079787612^9789079787616,2014,5131311,,,
recommendation area,TR diss 7147,"Samadi, Ashin.","Large scale solar power integration in distribution grids :PV modelling, voltage support and aggregation studies.",Book_thsis,905871343,917595303X^9789175953038,2014,5131312,,,
recommendation area,TR diss 7150,"Aust, Stefan Herbert.",Advanced wireless local area networks in the unlicensed Sub-1GHz ISM-bands.,Book_thsis,905871345,9462593647^9789462593640,2014,5131778,,,
recommendation area,TR diss 7146,"Vaissier, Pieter Eric Bart.",Image acquisition and reconstruction in multi-pinhole emission tomography.,Book_thsis,905871391,9088919364^9789088919367,2014,5131402,,,
recommendation area,TR diss 7158,"Huang, Haoliang.",Thermodynamics of autogenous self-healing in cementitious materials.,Book_thsis,905871442,9461863977^9789461863973,2014,5131623,,,
recommendation area,TR diss 7153,"Vaman, Daniela.",A GPS inspired terrain referenced navigation algorithm /,Book_thsis,905871443,9053359613^9789053359617,2014,5132226,,,
recommendation area,TR diss 7202,"Jimenez Garcia, Juan.",Beyond the numbers :a user-centered design approach for personal reflective healthecare technology.,Book_thsis,905871444,9462594902^9789462594906,2014,5132004,,,
recommendation area,TR diss 7191,"Busking, Stef.",Visualization of variation and variability.,Book_thsis,905871470,9461864043^9789461864048,2014,5131404,,,
recommendation area,TR diss 7183,"Li, Shanfei.",Facility location problems :approximation algorithms and polyhedral results.,Book_thsis,905871472,9461863896^9789461863898,2014,5131499,,,
recommendation area,TR diss 7181,"Oruç, Sertaç.",Strategic behavior in liberalized electricity sectors :game theoretical formal modeling in policy analysis.,Book_thsis,905871478,9079787620^9789079787623,2014,5121606,,,
recommendation area,TR diss 7179,"Valk, Paul van der.",Coupled simulations of wind turbines and offshore support structures :strategies based on the dynamic substructuring paradigm.,Book_thsis,905871497,9462036810^9789462036819,2014,5131314,,,
recommendation area,TR diss 7171,"Ameri, Amin.",Immiscible and miscible gas-oil gravity drainage in naturally fractured reservoirs.,Book_thsis,905871500,9462950407^9789462950405,2014,5132129,,,
recommendation area,TR diss 7221,"Sun, Li Guo.",Model and sensor based nonlinear adaptive fligt control with online system identification.,Book_thsis,905871503,9461863500^9789461863508,2014,5132231,,,
recommendation area,TR diss 7230,"Chung, Chen Kun.",Transformations of urbanising Delta landscape :an historic examination of dealing with the impacts of climate change for the Kaoping River Delta in Taiwan.,Book_thsis,905871506,9461863853^9789461863850,2014,5132131,,,
recommendation area,TR diss 7189,"Lopes, Ricardo.",Gameplay semantics for the adaptive generation of game worlds.,Book_thsis,905871507,9088919682^9789088919688,2014,5131403,,,
recommendation area,TR diss 7216,"Sontrop, Herman Michaël Johannes.",A critical perspective on microarray breast cancer gene expression profiling.,Book_thsis,905871512,946295075X^9789462950757,2015,5131973,,,
recommendation area,TR diss 7198,"Czischke, Darinka.","Social housing organisations in England and The Netherlands :between the state, market and community.",Book_thsis,905871517,946186387X^9789461863874,2014,5132299,,,
recommendation area,TR diss 7224,"Kumar, Nitish.",Coherent fourier scatterometry.,Book_thsis,905871520,9462594686^9789462594685,2014,5131503,,,
recommendation area,TR diss 7176,"Sosro Subroto, Tungky Ariwibowo.",Connection between hot tearing and cold cracking in DC-casting of AA7050 :experiments and computer simulations.,Book_thsis,905871536,9491909193^9789491909191,2014,5131498,,,
recommendation area,TR diss 7180,"Jassal, Anoop.",Eddy current loss modeling for design of PM generators for wind turbines.,Book_thsis,905871537,9462036772^9789462036772,2014,5131315,,,
recommendation area,TR diss 7209,"Bollinger, Lynn Andrew.",Fostering climate resilient electricity infrastructures.,Book_thsis,905871538,9079787655^9789079787654,2014,5131317,,,
recommendation area,TR diss 7226,"Brand, Theresia Petronella Helena van den.",Sulphate reducing bacteria in wastewater treatment.,Book_thsis,905871544,9461087675^9789461087676,2014,5132130,,,
recommendation area,TR diss 7278,"Berg, Bas Adriaan van den,; Reinders, M.J.T.; Technische Universiteit (Delft)",Sequence-based learning algorithms for understanding and improving protein characteristics /,Book_thsis,906198074,9461864434^9789461864437,2015,5131978,,,
recommendation area,TR diss 6857,"Veldkamp, Dick; Delft University Wind Energy Research Institute.",Chances in wind energy :a probabilistic approach to wind turbine fatigue design /,Book_thsis,907174856,9076468125^9789076468129,2006,5131300,,,
recommendation area,TR diss 7267,"Hajiahmadi, Mohammadreza,; De Schutter, B.; TRAIL Onderzoekschool.","Optimal and robust switching control strategies: theory, and applications in traffic management /",Book_thsis,907917655,9055841870^9789055841875,2015,5132232,,,
recommendation area,TR diss 7263,"Jong, Johann de.",Computational epigenomics in gene regulation and cancer research :finding the music in the noise /,Book_thsis,911666789,9461825412^9789461825414,2015,5131977,,,
recommendation area,TR diss 7211,"Bovenkamp, Ruud van de.","Epidemic processes on complex networks :modelling, simulation and algorithms.",Book_thsis,911670661,9461864116^9789461864116,2015,5131781,,,
recommendation area,TR diss 7184,"Shen, Yanbin.",Credit value adjustment for multi-asset options.,Book_thsis,911670883,9461863608^9789461863607,2014,5121605,,,
recommendation area,TR diss 7193,"Spekkers, Matthieu Hendrik.",On rainstorm damage to building structure and content.,Book_thsis,911670888,9461088523^9789461088529,2015,5131316,,,
recommendation area,TR diss 7178,"Fan, Chunman.",Manual control for medical instruments in minimally invasive surgery.,Book_thsis,911670954,9462036853^9789462036857,2014,5132003,,,
recommendation area,TR diss 7187,"Jamali-Rad, Hadi.",Sparsity-aware wireless networks :localization and sensor selection.,Book_thsis,911670975,9461088558^9789461088550,2014,5131780,,,
recommendation area,TR diss 7174,"Gao, He.",Residual Stress Development due to High-Frequency Post Weld Impact Treatments for High-Strength Steels.,Book_thsis,911670997,9491909150^9789491909153,2014,5131624,,,
recommendation area,TR diss 7196,"Visser, Wilhelmus Petrus Josef.",Generic analysis methods for gas turbine engine performance :the development of the gas turbine simulation program GSP.,Book_thsis,911671027,9462594929^9789462594920,2014,5131500,,,
recommendation area,TR diss 7205,"Deken, Fleur.",Innovating across boundaries :a process study on digital innovation.,Book_thsis,911671071,,2015,5112386,,,
recommendation area,TR diss 7206,"Dutta, Rangan Kaushik.",Microstructural evolution during high-frequency post weld impact treatments for high-strength steels.,Book_thsis,911671237,9491909142^9789491909146,2015,5131625,,,
recommendation area,TR diss 7212,"Den Ouden, Dennis.",Mathematical modelling of nucleating and growing precipitates :distributions and interfaces.,Book_thsis,911671273,9491909215^9789491909214,2015,5131502,,,
recommendation area,TR diss 7200,"Ruijter, Maria Johanna; Oosterlee, C. W.",Fourier methods for multidimensional problems and backward SDEs in finance and economics.,Book_thsis,911671284,9462595267^9789462595262,2015,5121604,,,
recommendation area,TR diss 7199,"Saeid, Sanaz.",Experimental and numerical study of heat flow under low-enthalpy hydrothermal conditions.,Book_thsis,911671285,9461864183^9789461864185,2015,5131501,,,
recommendation area,TR diss 7228,"Nguyen, Binh Minh.",Long-term regional simulation of tropical cyclones using a generalized stochastic empirical storm model :a case study in the Western North Pacific.,Book_thsis,911671371,9462595380^9789462595385,2015,5131318,,,
recommendation area,TR diss 7233,"Burghouwt, Pieter.",Detection of botnet command and control traffic in enterprise networks.,Book_thsis,911671447,9461864140^9789461864147,2015,5112541,,,
recommendation area,TR diss 7236,"Bürger, Daniel.",Mixed-mode fatigue disbond on metallic bonded joints.,Book_thsis,911671538,946295092X^9789462950924,2015,5131626,,,
recommendation area,TR diss 7241,"Plesa, Calin.",Solid-state nanopores for probing DNA and protein.,Book_thsis,911671653,9085932084^9789085932086,2015,5131976,,,
recommendation area,TR diss 7243,"Wit, Lynyrd de.",3D CFD modelling of overflow dredging plumes.,Book_thsis,911671725,9461864086^9789461864086,2015,5131406,,,
recommendation area,TR diss 7247,"Jiang, Jie.",Organizational compliance :An agent-based model for designing and evaluating organizational interactions.,Book_thsis,911671835,9461864310^9789461864314,2015,5121603,,,
recommendation area,TR diss 7237,"Liu, Zhen.",Self-healing supramolecular nanocomposites.,Book_thsis,911671891,9461863942^9789461863942,2015,5131975,,,
recommendation area,TR diss 7235,"Zhang, Dong.",Surface passivation and optical design of silicon heterojunction solar cells.,Book_thsis,911671911,9462038023^9789462038028,2015,5131319,,,
recommendation area,TR diss 7265,"Talagani, Mohamed Reza,; Gürdal, Zafer.",Impact analysis of composite structures /,Book_thsis,911671937,9090287884^9789090287881,2014,5131627,,,
recommendation area,TR diss 7270,"Schoonderwoerd, Marcus Gijsbertus Hendrikus.",Place-time discontinuities :mapping in architectural discourse.,Book_thsis,911671958,,2015,5131252,,,
recommendation area,TR diss 7259,"Espinha, Tiago.",Web service growing pains :understanding services and their clients.,Book_thsis,911671959,946186406X^9789461864062,2014,5121602,,,
recommendation area,TR diss 7262,"Schauer, Moritz.",Bayesian inference for discretely observed diffusion processes.,Book_thsis,911672049,3943556433^9783943556438,2015,5131505,,,
recommendation area,TR diss 7253,"Sangadji, Senot.",Porous Network Concrete :a bio-inspired building component to make concrete structures self-healing.,Book_thsis,911672065,9461864396^9789461864390,2015,5131783,,,
recommendation area,TR diss 7252,Dal Gesso.,Stratocumulus clouds in a changing climate.,Book_thsis,911672069,946186437X^9789461864376,2015,5131320,,,
recommendation area,TR diss 7266,"Mohammadi, Vahid.",Low temperature pureB technology for CMOS compatible photodetectors.,Book_thsis,911672086,9462038074^9789462038073,2015,5131407,,,
recommendation area,TR diss 7255,"Forzoni, Andrea.","Transmission of climate, sea-level, and tectonic singals across river systems.",Book_thsis,911672123,946295108X^9789462951082,2014,5132133,,,
